date,home_team,away_team,home_team_canon,away_team_canon,home_score,away_score,tournament,competition_category,tournament_tier,tournament_weight,is_competitive,is_fifa,city,country,neutral
2020-11-11,Mauritania,Burundi,Mauritania,Burundi,1,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Nouakchott,Mauritania,False
2020-11-11,Montenegro,Kazakhstan,Montenegro,Kazakhstan,0,0,Friendly,friendly,5,0.2,False,True,Podgorica,Montenegro,False
2020-11-11,Luxembourg,Austria,Luxembourg,Austria,0,3,Friendly,friendly,5,0.2,False,True,Luxembourg,Luxembourg,False
2020-11-11,Lithuania,Faroe Islands,Lithuania,Faroe Islands,2,1,Friendly,friendly,5,0.2,False,True,Vilnius,Lithuania,False
2020-11-11,Italy,Estonia,Italy,Estonia,4,0,Friendly,friendly,5,0.2,False,True,Florence,Italy,False
2020-11-11,Greece,Cyprus,Greece,Cyprus,2,1,Friendly,friendly,5,0.2,False,True,Athens,Greece,False
2020-11-11,Germany,Czech Republic,Germany,Czech Republic,1,0,Friendly,friendly,5,0.2,False,True,Leipzig,Germany,False
2020-11-11,France,Finland,France,Finland,0,2,Friendly,friendly,5,0.2,False,True,Paris,France,False
2020-11-11,Denmark,Sweden,Denmark,Sweden,2,0,Friendly,friendly,5,0.2,False,True,Brondbyvester,Denmark,False
2020-11-11,Bulgaria,Gibraltar,Bulgaria,Gibraltar,3,0,Friendly,friendly,5,0.2,False,True,Sofia,Bulgaria,False
2020-11-11,Belgium,Switzerland,Belgium,Switzerland,2,1,Friendly,friendly,5,0.2,False,True,Leuven,Belgium,False
2020-11-11,Albania,Kosovo,Albania,Kosovo,2,1,Friendly,friendly,5,0.2,False,True,Elbasan,Albania,False
2020-11-11,Malta,Liechtenstein,Malta,Liechtenstein,3,0,Friendly,friendly,5,0.2,False,True,Ta' Qali,Malta,False
2020-11-12,Burkina Faso,Malawi,Burkina Faso,Malawi,3,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Ouagadougou,Burkina Faso,False
2020-11-12,Uganda,South Sudan,Uganda,South Sudan,1,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Kampala,Uganda,False
2020-11-12,Gabon,Gambia,Gabon,Gambia,2,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Franceville,Gabon,False
2020-11-12,Cape Verde,Rwanda,Cape Verde,Rwanda,0,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Praia,Cape Verde,False
2020-11-12,Argentina,Paraguay,Argentina,Paraguay,1,1,FIFA World Cup qualification,wc_qualifier,3,0.7,True,True,Buenos Aires,Argentina,False
2020-11-12,Zambia,Botswana,Zambia,Botswana,2,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Lusaka,Zambia,False
2020-11-12,Algeria,Zimbabwe,Algeria,Zimbabwe,3,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Algiers,Algeria,False
2020-11-12,Congo,Eswatini,Congo,Eswatini,2,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Brazzaville,Congo,False
2020-11-12,Ivory Coast,Madagascar,Ivory Coast,Madagascar,2,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Ebimpé,Ivory Coast,False
2020-11-12,Cameroon,Mozambique,Cameroon,Mozambique,4,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Douala,Cameroon,False
2020-11-12,Bolivia,Ecuador,Bolivia,Ecuador,2,3,FIFA World Cup qualification,wc_qualifier,3,0.7,True,True,La Paz,Bolivia,False
2020-11-12,Ghana,Sudan,Ghana,Sudan,2,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Cape Coast,Ghana,False
2020-11-12,Uzbekistan,Syria,Uzbekistan,Syria,0,1,Friendly,friendly,5,0.2,False,True,Sharjah,United Arab Emirates,True
2020-11-12,Hungary,Iceland,Hungary,Iceland,2,1,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Budapest,Hungary,False
2020-11-12,Northern Ireland,Slovakia,Northern Ireland,Slovakia,1,2,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Belfast,Northern Ireland,False
2020-11-12,Serbia,Scotland,Serbia,Scotland,1,1,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Belgrade,Serbia,False
2020-11-12,Bosnia and Herzegovina,Iran,Bosnia and Herzegovina,Iran,0,2,Friendly,friendly,5,0.2,False,True,Sarajevo,Bosnia and Herzegovina,False
2020-11-12,England,Republic of Ireland,England,Republic of Ireland,3,0,Friendly,friendly,5,0.2,False,True,London,England,False
2020-11-12,Georgia,North Macedonia,Georgia,North Macedonia,0,1,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Tbilisi,Georgia,False
2020-11-12,Wales,United States,Wales,United States,0,0,Friendly,friendly,5,0.2,False,True,Cardiff,Wales,False
2020-11-12,Lebanon,Bahrain,Lebanon,Bahrain,1,3,Friendly,friendly,5,0.2,False,True,Dubai,United Arab Emirates,True
2020-11-12,Moldova,Russia,Moldova,Russia,0,0,Friendly,friendly,5,0.2,False,True,Chișinău,Moldova,False
2020-11-12,United Arab Emirates,Tajikistan,United Arab Emirates,Tajikistan,3,2,Friendly,friendly,5,0.2,False,True,Dubai,United Arab Emirates,False
2020-11-12,Jordan,Iraq,Jordan,Iraq,0,0,Friendly,friendly,5,0.2,False,True,Dubai,United Arab Emirates,True
2020-11-13,South Africa,São Tomé and Príncipe,South Africa,São Tomé and Príncipe,2,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Durban,South Africa,False
2020-11-13,Nigeria,Sierra Leone,Nigeria,Sierra Leone,4,4,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Benin City,Nigeria,False
2020-11-13,Niger,Ethiopia,Niger,Ethiopia,1,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Niamey,Niger,False
2020-11-13,Tunisia,Tanzania,Tunisia,Tanzania,1,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Radès,Tunisia,False
2020-11-13,Morocco,Central African Republic,Morocco,Central African Republic,4,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Casablanca,Morocco,False
2020-11-13,Mali,Namibia,Mali,Namibia,1,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Bamako,Mali,False
2020-11-13,Colombia,Uruguay,Colombia,Uruguay,0,3,FIFA World Cup qualification,wc_qualifier,3,0.7,True,True,Barranquilla,Colombia,False
2020-11-13,Chile,Peru,Chile,Peru,2,0,FIFA World Cup qualification,wc_qualifier,3,0.7,True,True,Santiago,Chile,False
2020-11-13,Japan,Panama,Japan,Panama,1,0,Friendly,friendly,5,0.2,False,True,Graz,Austria,True
2020-11-13,Costa Rica,Qatar,Costa Rica,Qatar,1,1,Friendly,friendly,5,0.2,False,True,Maria Enzersdorf,Austria,True
2020-11-13,Bangladesh,Nepal,Bangladesh,Nepal,2,0,Friendly,friendly,5,0.2,False,True,Dhaka,Bangladesh,False
2020-11-13,Brazil,Venezuela,Brazil,Venezuela,1,0,FIFA World Cup qualification,wc_qualifier,3,0.7,True,True,São Paulo,Brazil,False
2020-11-14,San Marino,Gibraltar,San Marino,Gibraltar,0,0,UEFA Nations League,nations_league,4,0.55,True,True,Serravalle,San Marino,False
2020-11-14,Benin,Lesotho,Benin,Lesotho,1,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Porto-Novo,Benin,False
2020-11-14,Egypt,Togo,Egypt,Togo,1,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Cairo,Egypt,False
2020-11-14,DR Congo,Angola,DR Congo,Angola,0,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Kinshasa,DR Congo,False
2020-11-14,Saudi Arabia,Jamaica,Saudi Arabia,Jamaica,3,0,Friendly,friendly,5,0.2,False,True,Riyadh,Saudi Arabia,False
2020-11-14,Mexico,South Korea,Mexico,South Korea,3,2,Friendly,friendly,5,0.2,False,True,Wiener Neustadt,Austria,True
2020-11-14,Latvia,Faroe Islands,Latvia,Faroe Islands,1,1,UEFA Nations League,nations_league,4,0.55,True,True,Riga,Latvia,False
2020-11-14,Portugal,France,Portugal,France,0,1,UEFA Nations League,nations_league,4,0.55,True,True,Lisbon,Portugal,False
2020-11-14,Cyprus,Luxembourg,Cyprus,Luxembourg,2,1,UEFA Nations League,nations_league,4,0.55,True,True,Nicosia,Cyprus,False
2020-11-14,Azerbaijan,Montenegro,Azerbaijan,Montenegro,0,0,UEFA Nations League,nations_league,4,0.55,True,True,Zaprešić,Croatia,True
2020-11-14,Switzerland,Spain,Switzerland,Spain,1,1,UEFA Nations League,nations_league,4,0.55,True,True,Basel,Switzerland,False
2020-11-14,Germany,Ukraine,Germany,Ukraine,3,1,UEFA Nations League,nations_league,4,0.55,True,True,Leipzig,Germany,False
2020-11-14,Sweden,Croatia,Sweden,Croatia,2,1,UEFA Nations League,nations_league,4,0.55,True,True,Stockholm,Sweden,False
2020-11-14,Malta,Andorra,Malta,Andorra,3,1,UEFA Nations League,nations_league,4,0.55,True,True,Ta' Qali,Malta,False
2020-11-15,Slovenia,Kosovo,Slovenia,Kosovo,2,1,UEFA Nations League,nations_league,4,0.55,True,True,Ljubljana,Slovenia,False
2020-11-15,Moldova,Greece,Moldova,Greece,0,2,UEFA Nations League,nations_league,4,0.55,True,True,Chișinău,Moldova,False
2020-11-15,Albania,Kazakhstan,Albania,Kazakhstan,3,1,UEFA Nations League,nations_league,4,0.55,True,True,Tirana,Albania,False
2020-11-15,Belarus,Lithuania,Belarus,Lithuania,2,0,UEFA Nations League,nations_league,4,0.55,True,True,Minsk,Belarus,False
2020-11-15,Guatemala,Honduras,Guatemala,Honduras,2,1,Friendly,friendly,5,0.2,False,True,Guatemala City,Guatemala,False
2020-11-15,Comoros,Kenya,Comoros,Kenya,2,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Moroni,Comoros,False
2020-11-15,Burundi,Mauritania,Burundi,Mauritania,3,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Bujumbura,Burundi,False
2020-11-15,Guinea-Bissau,Senegal,Guinea-Bissau,Senegal,0,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Bissau,Guinea-Bissau,False
2020-11-15,Equatorial Guinea,Libya,Equatorial Guinea,Libya,1,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Malabo,Equatorial Guinea,False
2020-11-15,Georgia,Armenia,Georgia,Armenia,1,2,UEFA Nations League,nations_league,4,0.55,True,True,Tbilisi,Georgia,False
2020-11-15,Chad,Guinea,Chad,Guinea,1,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,N'Djamena,Chad,False
2020-11-15,North Macedonia,Estonia,North Macedonia,Estonia,2,1,UEFA Nations League,nations_league,4,0.55,True,True,Skopje,North Macedonia,False
2020-11-15,Romania,Norway,Romania,Norway,3,0,UEFA Nations League,nations_league,4,0.55,True,True,Bucharest,Romania,False
2020-11-15,Wales,Republic of Ireland,Wales,Republic of Ireland,1,0,UEFA Nations League,nations_league,4,0.55,True,True,Cardiff,Wales,False
2020-11-15,Hungary,Serbia,Hungary,Serbia,1,1,UEFA Nations League,nations_league,4,0.55,True,True,Budapest,Hungary,False
2020-11-15,Turkey,Russia,Turkey,Russia,3,2,UEFA Nations League,nations_league,4,0.55,True,True,Istanbul,Turkey,False
2020-11-15,Czech Republic,Israel,Czech Republic,Israel,1,0,UEFA Nations League,nations_league,4,0.55,True,True,Plzeň,Czech Republic,False
2020-11-15,Slovakia,Scotland,Slovakia,Scotland,1,0,UEFA Nations League,nations_league,4,0.55,True,True,Trnava,Slovakia,False
2020-11-15,Austria,Northern Ireland,Austria,Northern Ireland,2,1,UEFA Nations League,nations_league,4,0.55,True,True,Vienna,Austria,False
2020-11-15,Denmark,Iceland,Denmark,Iceland,2,1,UEFA Nations League,nations_league,4,0.55,True,True,Copenhagen,Denmark,False
2020-11-15,Belgium,England,Belgium,England,2,0,UEFA Nations League,nations_league,4,0.55,True,True,Leuven,Belgium,False
2020-11-15,Italy,Poland,Italy,Poland,2,0,UEFA Nations League,nations_league,4,0.55,True,True,Reggio Emilia,Italy,False
2020-11-15,Netherlands,Bosnia and Herzegovina,Netherlands,Bosnia and Herzegovina,3,1,UEFA Nations League,nations_league,4,0.55,True,True,Amsterdam,Netherlands,False
2020-11-15,Bulgaria,Finland,Bulgaria,Finland,1,2,UEFA Nations League,nations_league,4,0.55,True,True,Sofia,Bulgaria,False
2020-11-16,Eswatini,Congo,Eswatini,Congo,0,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Manzini,Eswatini,False
2020-11-16,Botswana,Zambia,Botswana,Zambia,1,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Francistown,Botswana,False
2020-11-16,Zimbabwe,Algeria,Zimbabwe,Algeria,2,2,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Harare,Zimbabwe,False
2020-11-16,Mozambique,Cameroon,Mozambique,Cameroon,0,2,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Maputo,Mozambique,False
2020-11-16,South Africa,São Tomé and Príncipe,South Africa,São Tomé and Príncipe,4,2,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Port Elizabeth,South Africa,False
2020-11-16,Gambia,Gabon,Gambia,Gabon,2,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Bakau,Gambia,False
2020-11-16,Malawi,Burkina Faso,Malawi,Burkina Faso,0,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Blantyre,Malawi,False
2020-11-16,Basque Country,Costa Rica,Basque Country,Costa Rica,2,1,Friendly,friendly,5,0.2,False,True,Eibar,Spain,False
2020-11-16,United States,Panama,United States,Panama,6,2,Friendly,friendly,5,0.2,False,True,Wiener Neustadt,Austria,True
2020-11-16,United Arab Emirates,Bahrain,United Arab Emirates,Bahrain,1,3,Friendly,friendly,5,0.2,False,True,Dubai,United Arab Emirates,False
2020-11-16,Jordan,Syria,Jordan,Syria,1,0,Friendly,friendly,5,0.2,False,True,Sharjah,United Arab Emirates,True
2020-11-16,South Sudan,Uganda,South Sudan,Uganda,1,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Nairobi,Kenya,True
2020-11-17,Uruguay,Brazil,Uruguay,Brazil,0,2,FIFA World Cup qualification,wc_qualifier,3,0.7,True,True,Montevideo,Uruguay,False
2020-11-17,Namibia,Mali,Namibia,Mali,1,2,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Windhoek,Namibia,False
2020-11-17,Sudan,Ghana,Sudan,Ghana,1,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Omdurman,Sudan,False
2020-11-17,Angola,DR Congo,Angola,DR Congo,0,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Luanda,Angola,False
2020-11-17,Central African Republic,Morocco,Central African Republic,Morocco,0,2,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Douala,Cameroon,True
2020-11-17,Rwanda,Cape Verde,Rwanda,Cape Verde,0,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Kigali,Rwanda,False
2020-11-17,Ethiopia,Niger,Ethiopia,Niger,3,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Addis Ababa,Ethiopia,False
2020-11-17,Tanzania,Tunisia,Tanzania,Tunisia,1,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Dar es Salaam,Tanzania,False
2020-11-17,Madagascar,Ivory Coast,Madagascar,Ivory Coast,1,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Toamasina,Madagascar,False
2020-11-17,Sierra Leone,Nigeria,Sierra Leone,Nigeria,0,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Freetown,Sierra Leone,False
2020-11-17,Lesotho,Benin,Lesotho,Benin,0,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Maseru,Lesotho,False
2020-11-17,Peru,Argentina,Peru,Argentina,0,2,FIFA World Cup qualification,wc_qualifier,3,0.7,True,True,Lima,Peru,False
2020-11-17,Togo,Egypt,Togo,Egypt,1,3,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Lomé,Togo,False
2020-11-17,Venezuela,Chile,Venezuela,Chile,2,1,FIFA World Cup qualification,wc_qualifier,3,0.7,True,True,Caracas,Venezuela,False
2020-11-17,Paraguay,Bolivia,Paraguay,Bolivia,2,2,FIFA World Cup qualification,wc_qualifier,3,0.7,True,True,Asunción,Paraguay,False
2020-11-17,Uzbekistan,Iraq,Uzbekistan,Iraq,1,2,Friendly,friendly,5,0.2,False,True,Dubai,United Arab Emirates,True
2020-11-17,Croatia,Portugal,Croatia,Portugal,2,3,UEFA Nations League,nations_league,4,0.55,True,True,Split,Croatia,False
2020-11-17,France,Sweden,France,Sweden,4,2,UEFA Nations League,nations_league,4,0.55,True,True,Paris,France,False
2020-11-17,Spain,Germany,Spain,Germany,6,0,UEFA Nations League,nations_league,4,0.55,True,True,Seville,Spain,False
2020-11-17,Luxembourg,Azerbaijan,Luxembourg,Azerbaijan,0,0,UEFA Nations League,nations_league,4,0.55,True,True,Luxembourg,Luxembourg,False
2020-11-17,Montenegro,Cyprus,Montenegro,Cyprus,4,0,UEFA Nations League,nations_league,4,0.55,True,True,Podgorica,Montenegro,False
2020-11-17,Andorra,Latvia,Andorra,Latvia,0,5,UEFA Nations League,nations_league,4,0.55,True,True,Andorra la Vella,Andorra,False
2020-11-17,Switzerland,Ukraine,Switzerland,Ukraine,3,0,UEFA Nations League,nations_league,4,0.55,True,True,Lucerne,Switzerland,False
2020-11-17,Gibraltar,Liechtenstein,Gibraltar,Liechtenstein,1,1,UEFA Nations League,nations_league,4,0.55,True,True,Gibraltar,Gibraltar,False
2020-11-17,Bangladesh,Nepal,Bangladesh,Nepal,0,0,Friendly,friendly,5,0.2,False,True,Dhaka,Bangladesh,False
2020-11-17,Japan,Mexico,Japan,Mexico,0,2,Friendly,friendly,5,0.2,False,True,Graz,Austria,True
2020-11-17,South Korea,Qatar,South Korea,Qatar,2,1,Friendly,friendly,5,0.2,False,True,Maria Enzersdorf,Austria,True
2020-11-17,Ecuador,Colombia,Ecuador,Colombia,6,1,FIFA World Cup qualification,wc_qualifier,3,0.7,True,True,Quito,Ecuador,False
2020-11-17,Saudi Arabia,Jamaica,Saudi Arabia,Jamaica,1,2,Friendly,friendly,5,0.2,False,True,Riyadh,Saudi Arabia,False
2020-11-17,Malta,Faroe Islands,Malta,Faroe Islands,1,1,UEFA Nations League,nations_league,4,0.55,True,True,Ta' Qali,Malta,False
2020-11-18,Republic of Ireland,Bulgaria,Republic of Ireland,Bulgaria,0,0,UEFA Nations League,nations_league,4,0.55,True,True,Dublin,Republic of Ireland,False
2020-11-18,Kazakhstan,Lithuania,Kazakhstan,Lithuania,1,2,UEFA Nations League,nations_league,4,0.55,True,True,Almaty,Kazakhstan,False
2020-11-18,Albania,Belarus,Albania,Belarus,3,2,UEFA Nations League,nations_league,4,0.55,True,True,Tirana,Albania,False
2020-11-18,Greece,Slovenia,Greece,Slovenia,0,0,UEFA Nations League,nations_league,4,0.55,True,True,Athens,Greece,False
2020-11-18,Kosovo,Moldova,Kosovo,Moldova,1,0,UEFA Nations League,nations_league,4,0.55,True,True,Pristina,Kosovo,False
2020-11-18,Georgia,Estonia,Georgia,Estonia,0,0,UEFA Nations League,nations_league,4,0.55,True,True,Tbilisi,Georgia,False
2020-11-18,Armenia,North Macedonia,Armenia,North Macedonia,1,0,UEFA Nations League,nations_league,4,0.55,True,True,Nicosia,Cyprus,True
2020-11-18,Wales,Finland,Wales,Finland,3,1,UEFA Nations League,nations_league,4,0.55,True,True,Cardiff,Wales,False
2020-11-18,Serbia,Russia,Serbia,Russia,5,0,UEFA Nations League,nations_league,4,0.55,True,True,Belgrade,Serbia,False
2020-11-18,Hungary,Turkey,Hungary,Turkey,2,0,UEFA Nations League,nations_league,4,0.55,True,True,Budapest,Hungary,False
2020-11-18,Israel,Scotland,Israel,Scotland,1,0,UEFA Nations League,nations_league,4,0.55,True,True,Netanya,Israel,False
2020-11-18,Czech Republic,Slovakia,Czech Republic,Slovakia,2,0,UEFA Nations League,nations_league,4,0.55,True,True,Plzeň,Czech Republic,False
2020-11-18,Austria,Norway,Austria,Norway,1,1,UEFA Nations League,nations_league,4,0.55,True,True,Vienna,Austria,False
2020-11-18,Northern Ireland,Romania,Northern Ireland,Romania,1,1,UEFA Nations League,nations_league,4,0.55,True,True,Belfast,Northern Ireland,False
2020-11-18,Belgium,Denmark,Belgium,Denmark,4,2,UEFA Nations League,nations_league,4,0.55,True,True,Leuven,Belgium,False
2020-11-18,England,Iceland,England,Iceland,4,0,UEFA Nations League,nations_league,4,0.55,True,True,London,England,False
2020-11-18,Poland,Netherlands,Poland,Netherlands,1,2,UEFA Nations League,nations_league,4,0.55,True,True,Chorzów,Poland,False
2020-11-18,Bosnia and Herzegovina,Italy,Bosnia and Herzegovina,Italy,0,2,UEFA Nations League,nations_league,4,0.55,True,True,Sarajevo,Bosnia and Herzegovina,False
2020-12-04,Qatar,Bangladesh,Qatar,Bangladesh,5,0,FIFA World Cup qualification,wc_qualifier,3,0.7,True,True,Doha,Qatar,False
2020-12-09,United States,El Salvador,United States,El Salvador,6,0,Friendly,friendly,5,0.2,False,True,Fort Lauderdale,United States,False
2021-01-12,United Arab Emirates,Iraq,United Arab Emirates,Iraq,0,0,Friendly,friendly,5,0.2,False,True,Dubai,United Arab Emirates,False
2021-01-18,Kuwait,Palestine,Kuwait,Palestine,0,1,Friendly,friendly,5,0.2,False,True,Kuwait City,Kuwait,False
2021-01-19,Dominican Republic,Puerto Rico,Dominican Republic,Puerto Rico,0,1,Friendly,friendly,5,0.2,False,True,Santo Domingo,Dominican Republic,False
2021-01-22,Guatemala,Puerto Rico,Guatemala,Puerto Rico,1,0,Friendly,friendly,5,0.2,False,True,Guatemala City,Guatemala,False
2021-01-25,Dominican Republic,Serbia,Dominican Republic,Serbia,0,0,Friendly,friendly,5,0.2,False,True,Santo Domingo,Dominican Republic,False
2021-01-27,Iraq,Kuwait,Iraq,Kuwait,2,1,Friendly,friendly,5,0.2,False,True,Basra,Iraq,False
2021-01-28,Panama,Serbia,Panama,Serbia,0,0,Friendly,friendly,5,0.2,False,True,Panama City,Panama,False
2021-01-31,United States,Trinidad and Tobago,United States,Trinidad and Tobago,7,0,Friendly,friendly,5,0.2,False,True,Orlando,United States,False
2021-02-01,Jordan,Tajikistan,Jordan,Tajikistan,2,0,Friendly,friendly,5,0.2,False,True,Dubai,United Arab Emirates,True
2021-02-05,Jordan,Tajikistan,Jordan,Tajikistan,0,1,Friendly,friendly,5,0.2,False,True,Dubai,United Arab Emirates,True
2021-02-15,Jordan,Uzbekistan,Jordan,Uzbekistan,0,2,Friendly,friendly,5,0.2,False,True,Dubai,United Arab Emirates,True
2021-02-24,Guatemala,Nicaragua,Guatemala,Nicaragua,1,0,Friendly,friendly,5,0.2,False,True,Guatemala City,Guatemala,False
2021-03-13,Kenya,South Sudan,Kenya,South Sudan,1,0,Friendly,friendly,5,0.2,False,True,Nairobi,Kenya,False
2021-03-15,Kenya,Tanzania,Kenya,Tanzania,2,1,Friendly,friendly,5,0.2,False,True,Nairobi,Kenya,False
2021-03-17,Ethiopia,Malawi,Ethiopia,Malawi,4,0,Friendly,friendly,5,0.2,False,True,Bahir Dar,Ethiopia,False
2021-03-20,Oman,Jordan,Oman,Jordan,0,0,Friendly,friendly,5,0.2,False,True,Dubai,United Arab Emirates,True
2021-03-24,Ethiopia,Madagascar,Ethiopia,Madagascar,4,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Bahir Dar,Ethiopia,False
2021-03-24,Rwanda,Mozambique,Rwanda,Mozambique,1,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Kigali,Rwanda,False
2021-03-24,São Tomé and Príncipe,Sudan,São Tomé and Príncipe,Sudan,0,2,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,São Tomé,São Tomé and Príncipe,False
2021-03-24,Uganda,Burkina Faso,Uganda,Burkina Faso,0,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Kampala,Uganda,False
2021-03-24,South Sudan,Malawi,South Sudan,Malawi,0,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Omdurman,Sudan,True
2021-03-24,Guinea,Mali,Guinea,Mali,1,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Clermont-Ferrand,France,True
2021-03-24,Chad,Namibia,Chad,Namibia,0,3,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,N'Djamena,Chad,False
2021-03-24,Slovenia,Croatia,Slovenia,Croatia,1,0,FIFA World Cup qualification,wc_qualifier,3,0.7,True,True,Ljubljana,Slovenia,False
2021-03-24,Malta,Russia,Malta,Russia,1,3,FIFA World Cup qualification,wc_qualifier,3,0.7,True,True,Ta' Qali,Malta,False
2021-03-24,Latvia,Montenegro,Latvia,Montenegro,1,2,FIFA World Cup qualification,wc_qualifier,3,0.7,True,True,Riga,Latvia,False
2021-03-24,Gibraltar,Norway,Gibraltar,Norway,0,3,FIFA World Cup qualification,wc_qualifier,3,0.7,True,True,Gibraltar,Gibraltar,False
2021-03-24,Turkey,Netherlands,Turkey,Netherlands,4,2,FIFA World Cup qualification,wc_qualifier,3,0.7,True,True,Istanbul,Turkey,False
2021-03-24,Estonia,Czech Republic,Estonia,Czech Republic,2,6,FIFA World Cup qualification,wc_qualifier,3,0.7,True,True,Lublin,Poland,True
2021-03-24,Cyprus,Slovakia,Cyprus,Slovakia,0,0,FIFA World Cup qualification,wc_qualifier,3,0.7,True,True,Nicosia,Cyprus,False
2021-03-24,Finland,Bosnia and Herzegovina,Finland,Bosnia and Herzegovina,2,2,FIFA World Cup qualification,wc_qualifier,3,0.7,True,True,Helsinki,Finland,False
2021-03-24,Belgium,Wales,Belgium,Wales,3,1,FIFA World Cup qualification,wc_qualifier,3,0.7,True,True,Leuven,Belgium,False
2021-03-24,Belarus,Honduras,Belarus,Honduras,1,1,Friendly,friendly,5,0.2,False,True,Zhodzina,Belarus,False
2021-03-24,Jordan,Lebanon,Jordan,Lebanon,1,0,Friendly,friendly,5,0.2,False,True,Dubai,United Arab Emirates,True
2021-03-24,Kosovo,Lithuania,Kosovo,Lithuania,4,0,Friendly,friendly,5,0.2,False,True,Pristina,Kosovo,False
2021-03-24,Antigua and Barbuda,Montserrat,Antigua and Barbuda,Montserrat,2,2,FIFA World Cup qualification,wc_qualifier,3,0.7,True,True,Willemstad,Curaçao,True
2021-03-24,Suriname,Cayman Islands,Suriname,Cayman Islands,3,0,FIFA World Cup qualification,wc_qualifier,3,0.7,True,True,Paramaribo,Suriname,False
2021-03-24,Qatar,Luxembourg,Qatar,Luxembourg,1,0,Friendly,friendly,5,0.2,False,True,Debrecen,Hungary,True
2021-03-24,Dominican Republic,Dominica,Dominican Republic,Dominica,1,0,FIFA World Cup qualification,wc_qualifier,3,0.7,True,True,Santo Domingo,Dominican Republic,False
2021-03-24,Saint Kitts and Nevis,Puerto Rico,Saint Kitts and Nevis,Puerto Rico,1,0,FIFA World Cup qualification,wc_qualifier,3,0.7,True,True,San Cristóbal,Dominican Republic,True
2021-03-24,Portugal,Azerbaijan,Portugal,Azerbaijan,1,0,FIFA World Cup qualification,wc_qualifier,3,0.7,True,True,Turin,Italy,True
2021-03-24,Serbia,Republic of Ireland,Serbia,Republic of Ireland,3,2,FIFA World Cup qualification,wc_qualifier,3,0.7,True,True,Belgrade,Serbia,False
2021-03-24,France,Ukraine,France,Ukraine,1,1,FIFA World Cup qualification,wc_qualifier,3,0.7,True,True,Paris,France,False
